Claim,Source,Node,Edge,Label
The Battle of France happened during a war.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France happened during a war.,wiki,tanks,the Maginot Line,outflanked
The Battle of France happened during a war.,wiki,forces,Paris,occupied
The Battle of France happened during a war.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France happened during a war.,wiki,tanks,the Maginot Line,outflanked
The Battle of France happened during a war.,wiki,forces,Paris,occupied
The Battle of France happened during a war.,response,>,Generate,Generate
The Battle of France happened during a war.,response,which,Compiègne,ended
The Battle of France happened during a war.,response,Germany,World War II,invaded
The Battle of France happened during a war.,response,Germany,Poland,invaded
The Battle of France happened during a war.,response,Germans,the English Channel,reached
The Battle of France is known by another name.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France is known by another name.,wiki,tanks,the Maginot Line,outflanked
The Battle of France is known by another name.,wiki,forces,Paris,occupied
The Battle of France is known by another name.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France is known by another name.,wiki,tanks,the Maginot Line,outflanked
The Battle of France is known by another name.,wiki,forces,Paris,occupied
The Battle of France is known by another name.,response,>,Generate,Generate
The Battle of France led to the collapse of the French army.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France led to the collapse of the French army.,wiki,tanks,the Maginot Line,outflanked
The Battle of France led to the collapse of the French army.,wiki,forces,Paris,occupied
The Battle of France led to the collapse of the French army.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France led to the collapse of the French army.,wiki,tanks,the Maginot Line,outflanked
The Battle of France led to the collapse of the French army.,wiki,forces,Paris,occupied
The Battle of France led to the collapse of the French army.,response,>,Generate,Generate
The Battle of France led to the collapse of the French army.,response,Germany,Belgium,invaded
The Battle of France happened during World War II.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France happened during World War II.,wiki,tanks,the Maginot Line,outflanked
The Battle of France happened during World War II.,wiki,forces,Paris,occupied
The Battle of France happened during World War II.,wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
The Battle of France happened during World War II.,wiki,tanks,the Maginot Line,outflanked
The Battle of France happened during World War II.,wiki,forces,Paris,occupied
The Battle of France happened during World War II.,response,>,Generate,Generate
"During the Battle of France, English forces occupied Paris.",wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
"During the Battle of France, English forces occupied Paris.",wiki,tanks,the Maginot Line,outflanked
"During the Battle of France, English forces occupied Paris.",wiki,forces,Paris,occupied
"During the Battle of France, English forces occupied Paris.",wiki,forces,Fall Rot -LRB- Case Red -RRB-,began
"During the Battle of France, English forces occupied Paris.",wiki,tanks,the Maginot Line,outflanked
"During the Battle of France, English forces occupied Paris.",wiki,forces,Paris,occupied
"During the Battle of France, English forces occupied Paris.",response,>,Generate,Generate
"During the Battle of France, English forces occupied Paris.",response,forces,Paris,occupied
"During the Battle of France, English forces occupied Paris.",response,forces,Paris,occupied
"During the Battle of France, English forces occupied Paris.",response,which,Nazi Germany,included
"During the Battle of France, English forces occupied Paris.",response,which,the United Kingdom,included
"During the Battle of France, English forces occupied Paris.",response,forces,Paris,occupy
"During the Battle of France, English forces occupied Paris.",response,forces,Paris,entered
"During the Battle of France, English forces occupied Paris.",response,statement,Paris,occupied
Seohyun is a performer.,response,>,Generate,Generate
Seohyun was born in 1991.,response,>,Generate,Generate
"Seohyun was only born on July 28, 1991.",response,>,Generate,Generate
Seohyun sings.,response,>,Generate,Generate
"On June 28, 1991, Seohyun was born.",response,>,Generate,Generate
Seohyun acts.,response,>,Generate,Generate
Seohyun acts.,response,which,2012,marked
Seohyun acts.,response,Pirates,over $83 million,grossing
Seohyun acts.,response,Bok,over $25 million,grossing
Seohyun is from South Korea.,response,>,Generate,Generate
Ed Wood featured the performance of Martin Landau.,wiki,which,the Walt Disney Studios,produced
Ed Wood featured the performance of Martin Landau.,wiki,which,the Walt Disney Studios,produced
Ed Wood featured the performance of Martin Landau.,response,>,Generate,Generate
Ed Wood featured the performance of Martin Landau.,response,he,Landau,cast
Ed Wood is about the eponymous actor.,wiki,which,the Walt Disney Studios,produced
Ed Wood is about the eponymous actor.,wiki,which,the Walt Disney Studios,produced
Ed Wood is about the eponymous actor.,response,>,Generate,Generate
Ed Wood is a film.,wiki,which,the Walt Disney Studios,produced
Ed Wood is a film.,wiki,which,the Walt Disney Studios,produced
Ed Wood is a film.,response,>,Generate,Generate
Ed Wood is about the eponymous filmmaker.,wiki,which,the Walt Disney Studios,produced
Ed Wood is about the eponymous filmmaker.,wiki,which,the Walt Disney Studios,produced
Ed Wood is about the eponymous filmmaker.,response,>,Generate,Generate
Ed Wood is about the eponymous filmmaker.,response,film,Glen,was
Ed Wood is about the eponymous filmmaker.,response,who,Bela Lugosi,become
Ed Wood is about the eponymous filmmaker.,response,film,Plan 9,is
Ed Wood is about the eponymous filmmaker.,response,films,Jail Bait,include
Ed Wood is a work.,wiki,which,the Walt Disney Studios,produced
Ed Wood is a work.,wiki,which,the Walt Disney Studios,produced
Ed Wood is a work.,response,>,Generate,Generate
Ed Wood is a work.,response,film,Wood,portrays
Ed Wood is a motion picture.,wiki,which,the Walt Disney Studios,produced
Ed Wood is a motion picture.,wiki,which,the Walt Disney Studios,produced
Ed Wood is a motion picture.,response,>,Generate,Generate
Ed Wood is not about the eponymous filmmaker.,wiki,which,the Walt Disney Studios,produced
Ed Wood is not about the eponymous filmmaker.,wiki,which,the Walt Disney Studios,produced
Ed Wood is not about the eponymous filmmaker.,response,>,Generate,Generate
Ed Wood is not about the eponymous filmmaker.,response,who,Scott Alexander,conducted
Ed Wood is not about the eponymous filmmaker.,response,who,Larry Karaszewski,conducted
Ed Wood is not about the eponymous filmmaker.,response,who,Johnny Depp,plays
Ed Wood is not about the eponymous filmmaker.,response,who,Wood,plays
Ed Wood is not about the eponymous filmmaker.,response,he,Ed Wood,researched
Ed Wood is about the eponymous filmmaker and his relationship with Bela Lugosi.,wiki,which,the Walt Disney Studios,produced
Ed Wood is about the eponymous filmmaker and his relationship with Bela Lugosi.,wiki,which,the Walt Disney Studios,produced
Ed Wood is about the eponymous filmmaker and his relationship with Bela Lugosi.,response,>,Generate,Generate
Ed Wood is about the eponymous filmmaker and his relationship with Bela Lugosi.,response,Wood,Bela Lugosi,met
Rachel Green is one of the six main characters in the sitcom Friends.,wiki,Aniston,an Emmy Award,won
Rachel Green is one of the six main characters in the sitcom Friends.,wiki,Aniston,an Emmy Award,won
Rachel Green is one of the six main characters in the sitcom Friends.,response,>,Generate,Generate
Rachel Green is one of the six main characters in the sitcom Friends.,response,Green,one,is
Rachel Green is one of the six main characters in the sitcom Friends.,response,Green,one,is
Rachel Green is one of the six main characters in the sitcom Friends.,response,Green,one,is
Rachel Green is one of the six main characters in the sitcom Friends.,response,statement,one,is
Rachel Green is one of the six main characters in the sitcom Friends aired in the 1990s.,wiki,Aniston,an Emmy Award,won
Rachel Green is one of the six main characters in the sitcom Friends aired in the 1990s.,wiki,Aniston,an Emmy Award,won
Rachel Green is one of the six main characters in the sitcom Friends aired in the 1990s.,response,>,Generate,Generate
Rachel Green is one of the six main characters in the sitcom Friends aired in the 1990s.,response,Green,one,is
Rachel Green is one of the six main characters in the sitcom Friends aired in the 1990s.,response,Rachel,"Rachel, Ross",has
Rachel Green is one of the six main characters in the sitcom Friends aired in the 1990s.,response,Green,one,is
The 14th Dalai Lama is a leader.,wiki,name,Dalai Lama,is
The 14th Dalai Lama is a leader.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama is a leader.,wiki,name,Dalai Lama,is
The 14th Dalai Lama is a leader.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama is a leader.,response,>,Generate,Generate
The 14th Dalai Lama fled to India during the Tibetan uprising.,wiki,name,Dalai Lama,is
The 14th Dalai Lama fled to India during the Tibetan uprising.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama fled to India during the Tibetan uprising.,wiki,name,Dalai Lama,is
The 14th Dalai Lama fled to India during the Tibetan uprising.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama fled to India during the Tibetan uprising.,response,>,Generate,Generate
The 14th Dalai Lama fled to India during the Tibetan uprising.,response,he,Tibet,left
The 14th Dalai Lama fled to India during the Tibetan uprising.,response,he,Tibet,left
The 14th Dalai Lama resides in India.,wiki,name,Dalai Lama,is
The 14th Dalai Lama resides in India.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama resides in India.,wiki,name,Dalai Lama,is
The 14th Dalai Lama resides in India.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama resides in India.,response,>,Generate,Generate
The 14th Dalai Lama resides in India.,response,He,Tibet,fled
The 14th Dalai Lama resides in India.,response,which,Tibet,occupied
The 14th Dalai Lama lives in India.,wiki,name,Dalai Lama,is
The 14th Dalai Lama lives in India.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama lives in India.,wiki,name,Dalai Lama,is
The 14th Dalai Lama lives in India.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama lives in India.,response,>,Generate,Generate
The 14th Dalai Lama lives in India.,response,Army,Tibet,invaded
The 14th Dalai Lama lives in India.,response,he,Himachal Pradesh,established
The 14th Dalai Lama lives in India.,response,he,the Central Tibetan Administration,established
The 14th Dalai Lama is leader of the spiritual capacity.,wiki,name,Dalai Lama,is
The 14th Dalai Lama is leader of the spiritual capacity.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama is leader of the spiritual capacity.,wiki,name,Dalai Lama,is
The 14th Dalai Lama is leader of the spiritual capacity.,wiki,Lama,the Nobel Peace Prize,received
The 14th Dalai Lama is leader of the spiritual capacity.,response,>,Generate,Generate
The Endless River is a Pink Floyd album.,response,>,Generate,Generate
The Endless River is a Pink Floyd album.,response,who,David Crosby,provide
"The Endless River, which was released in 2014 is Pink Floyd's final studio album.",response,>,Generate,Generate
The Endless River is an album by a band formed in England.,response,>,Generate,Generate
The Endless River is an album by a band formed in England.,response,which,David Gilmour,features
The Endless River is an album by a band formed in England.,response,which,Guy Pratt,features
The Endless River is the fifteenth studio album of Pink Floyd.,response,>,Generate,Generate
